3.000000000000000000e+00,1.592398147076435067e-01,9.929905105797627307e-01,2.391421206245266107e-01,5.000000000000000000e+00,2.387257668124285748e-01,5.586185060076462872e-01,1.008879490391179773e-01,7.000000000000000000e+00,1.864268034927567819e-01,9.854470948491679261e-01,1.367238983858810875e-01,5.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.814123890734744005e-01,1.201124856545678465e+00,1.759823489161012611e-01,4.000000000000000000e+00,1.731289548353646124e-01,1.790651620638487040e+00,2.432123465043665722e-01,4.000000000000000000e+00,1.642613566831836736e-01,1.134409905733575252e+00,2.443005204560351196e-01,5.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.708097391981285851e-01,1.637311613497269835e+00,1.923333544981931653e-01,4.000000000000000000e+00,2.477118159262480246e-01,1.934936401791798710e+00,1.708837787610960612e-01,3.000000000000000000e+00,2.002831187345709973e-01,1.540027911606673072e+00,1.625747353965037445e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.789079092851896535e-01,9.868839871697114852e-01,2.141202260978244953e-01,5.000000000000000000e+00,2.151638176900099175e-01,1.782887879798506381e+00,1.502514947015555213e-01,4.000000000000000000e+00,1.851669929817226778e-01,1.271068277655081458e+00,2.391769348263065031e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.574868098932191152e-01,1.193863830911104706e+00,1.507573953463561822e-01,5.000000000000000000e+00,2.418647988505893964e-01,1.511083033143528542e+00,1.410986307816182450e-01,4.000000000000000000e+00,1.985521518611333691e-01,7.054855702397018202e-01,2.215348698492989321e-01,7.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.229845555156625414e-01,9.151526788315335059e-01,1.679668005169607514e-01,5.000000000000000000e+00,1.552779349243885165e-01,1.753879955062511931e+00,1.748454704615772237e-01,4.000000000000000000e+00,1.554280825933235799e-01,1.831070419647189862e+00,2.143255562933127356e-01,3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.385943882512351344e-01,9.000577595517618157e-01,1.210659702972858021e-01,5.000000000000000000e+00,1.835607037328803592e-01,1.865526402884468693e+00,1.981078833610314671e-01,3.000000000000000000e+00,2.329710930578955397e-01,1.851830381557729055e+00,1.433340688639443972e-01,3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.795348792097133661e-01,8.029699610026650447e-01,1.362571937493765595e-01,6.000000000000000000e+00,2.016088892990696435e-01,6.394166851098066484e-01,1.042233110509565297e-01,6.000000000000000000e+00,2.014756590170788952e-01,1.602875517796075622e+00,2.159738526759691357e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.652197129512985863e-01,1.677776489588544306e+00,2.114637809712152650e-01,4.000000000000000000e+00,2.132817686614678077e-01,1.933320952100227919e+00,2.490250836471012419e-01,3.000000000000000000e+00,1.531796867464891576e-01,1.974344176503953552e+00,1.602215147951311924e-01,3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.745022078319684589e-01,6.655208381881488888e-01,2.307509855378356567e-01,8.000000000000000000e+00,2.280428910025646683e-01,7.194298813707835638e-01,1.139146190761237409e-01,6.000000000000000000e+00,2.056053601886211335e-01,1.590533046443454612e+00,1.943861719912519104e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.335558450415234077e-01,1.248584876282353928e+00,1.578363676547548389e-01,4.000000000000000000e+00,2.361375802501202437e-01,1.938638289596568809e+00,1.302895892534207400e-01,3.000000000000000000e+00,1.605931961247742401e-01,1.583192502578730121e+00,2.023966003857065044e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.284319986191429841e-01,1.808104716113013932e+00,1.355815507169347289e-01,3.000000000000000000e+00,2.316150117798630170e-01,9.397171296268531648e-01,1.351645657083517804e-01,5.000000000000000000e+00,1.666822212949586879e-01,1.288808966290939217e+00,1.416923935427145120e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.233039409404921072e-01,1.346558039432221632e+00,2.206059581159645622e-01,4.000000000000000000e+00,1.801201032259967250e-01,1.637350501139599013e+00,1.584108129741025328e-01,4.000000000000000000e+00,2.153013767945762547e-01,1.837505967006455299e+00,1.171224978113491466e-01,3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.114624331984930605e-01,1.457663761479169651e+00,1.579205913813995221e-01,4.000000000000000000e+00,2.183353729097905760e-01,6.767597119471373546e-01,2.414104515629820757e-01,8.000000000000000000e+00,2.300593035793717100e-01,1.913806886029494336e+00,1.626438610126261786e-01,3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.207107019940912629e-01,5.830115431757773026e-01,2.420522340612528689e-01,9.000000000000000000e+00,1.843888896406870870e-01,1.042457115154988845e+00,1.071969687960271506e-01,5.000000000000000000e+00,1.832960249655145868e-01,1.243849481296525061e+00,2.061143268883139923e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.507527174067125608e-01,1.837580277983120958e+00,2.002765777245217316e-01,3.000000000000000000e+00,1.505102490885998068e-01,1.018656455136661032e+00,1.927606518499551114e-01,5.000000000000000000e+00,1.927301873583575076e-01,1.334461254572432587e+00,1.714089394502680830e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.702694552864616462e-01,1.001505610483244491e+00,1.608052666698237820e-01,5.000000000000000000e+00,2.282597443995022513e-01,8.960184119262417646e-01,1.232353923248479255e-01,5.000000000000000000e+00,2.474392011245644951e-01,6.229724503068054808e-01,1.313428434040154469e-01,7.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.514307647778088406e-01,9.412062709605113486e-01,1.790785633120066667e-01,5.000000000000000000e+00,2.292711176467410461e-01,1.789131220162536451e+00,2.421085286597286501e-01,4.000000000000000000e+00,1.738762730556222547e-01,1.376400305446667360e+00,2.397689038978377540e-01,4.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.314596093316782510e-01,6.457316862260541468e-01,1.610449446765920833e-01,7.000000000000000000e+00,1.505666419134104317e-01,9.065710648564846430e-01,1.973391331359741763e-01,5.000000000000000000e+00,2.164720784078425497e-01,1.943315971820112287e+00,1.161347030478795395e-01,3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,2.109056172230345527e-01,1.739506268668535194e+00,2.449496362420132967e-01,4.000000000000000000e+00,1.570554858287374345e-01,1.104394394368727994e+00,1.924292814629494086e-01,5.000000000000000000e+00,2.244268997668139587e-01,6.107296329352484010e-01,1.418542441309274260e-01,7.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.504063982653446041e-01,6.539441111120868344e-01,2.203949669722998772e-01,8.000000000000000000e+00,2.036756736267654189e-01,9.096435421583429770e-01,1.179693332495099917e-01,5.000000000000000000e+00,2.021048153657704627e-01,1.488149197019411174e+00,2.143880258478912948e-01,4.000000000000000000e+00,5.000000000000000000e-01
