1.000000000000000000e+00,1.759179371527638258e-01,1.711796247189879550e+00,2.264505312907370282e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.023335906391915961e-01,1.569871817557589422e+00,1.644385393926818262e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.404745124434827519e-01,7.203520855430500802e-01,1.797380722818645304e-01,6.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.334667984627002424e-01,1.131554175485785407e+00,2.237598255947718939e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.109112376494554630e-01,1.899690230313177963e+00,1.680170741197036799e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.233927539260716078e-01,9.657211124121872770e-01,1.305835534319550462e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.308811412944463681e-01,1.094420911393836127e+00,1.587370854180661373e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.156951601818037356e-01,7.197017329530550622e-01,1.193098626737330581e-01,6.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.881988285601494393e-01,9.826554174365602634e-01,2.440763509022145228e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.230561261948167395e-01,1.771750573106623206e+00,2.060335106504722069e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.668655527140220085e-01,1.902926835732128064e+00,1.341805289797886325e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.673547570918359484e-01,1.824319447955591311e+00,1.228900878201113350e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.779290318840208163e-01,1.671339494382425794e+00,1.847076608652233332e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.424845399976516269e-01,8.177417884575539642e-01,1.023467662728486938e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.659047684693677749e-01,1.195599946447227779e+00,1.730590539351007651e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.330778495438205200e-01,1.173277026945629409e+00,1.380627248466206325e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.139976871200190978e-01,1.302377950148606800e+00,1.272252239616800118e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.861594238563742121e-01,1.772343479241713426e+00,1.355399774792544476e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.992538807566767156e-01,6.712949392315711306e-01,1.049042256596227629e-01,6.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.282579575304597153e-01,1.459194851395878789e+00,1.046729139656974589e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.166378761069825964e-01,1.009571902357321305e+00,2.231183638935126945e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.334119109633558398e-01,1.870098618556020886e+00,2.066920139170451698e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.557173866727697975e-01,1.797164589944975299e+00,2.177136377885651175e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.596167826023722758e-01,1.209091262574319536e+00,1.350611918017901869e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.756798364271248691e-01,1.839232992849502590e+00,1.497846910230719031e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.482207272831154499e-01,1.014725231146276441e+00,2.273760960306556167e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.095318347713271689e-01,7.542838020871092120e-01,1.249810521253072598e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.661688691231493764e-01,1.864097758448636011e+00,1.774135543462653786e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.658466490669865123e-01,1.689863825429489097e+00,2.389409758261531458e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.661157262422149061e-01,1.107542604702279609e+00,1.549873712575404738e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.438319767934991056e-01,1.484839873192968174e+00,1.560016593922683992e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.985679575241393047e-01,1.017580013042508780e+00,1.964717776199380039e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.576535923021701591e-01,1.214871941012911183e+00,1.796501587546442402e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.980302104218978620e-01,8.340430363566192495e-01,2.492863767727196422e-01,6.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.594671809404996088e-01,1.765540029854366200e+00,1.356371311281243941e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.321095166149762801e-01,1.000562771300568032e+00,1.923473213941213344e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.013305541097936413e-01,7.782127620942560497e-01,2.374533677961978562e-01,6.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.769518377119734809e-01,1.304465288945768853e+00,1.134434861894864505e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.526675792631460860e-01,1.402569606232997756e+00,1.094752315101313878e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.124622028971168419e-01,7.386361658992202095e-01,1.746729936007096473e-01,6.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.607082554183371925e-01,9.497631977828924210e-01,1.712680967993984171e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.336588187699663033e-01,1.192724840793034424e+00,2.117863738304019416e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.203619008936404944e-01,1.737338960389496201e+00,2.364165211508122977e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.563064693905616143e-01,1.566360051355448091e+00,1.920078337084327180e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.059421871249828284e-01,1.935470093035814410e+00,1.884969679587105706e-01,3.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.345888931462184190e-01,6.406413841714800883e-01,2.355746300188620579e-01,8.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.383608967254643163e-01,1.007535533444966935e+00,1.633568414400203284e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.454725757863745750e-01,1.322317854709493368e+00,1.749177317149553379e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.118703044887964293e-01,6.193574691280695488e-01,1.686109757431430989e-01,7.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.182964766868591422e-01,1.043690334123770658e+00,1.377619712563251664e-01,5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,1.561933778560188613e-01,1.251215832237534187e+00,1.346309012815417594e-01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,2.379732630983890096e-01,1.974663597873919318e+00,2.346856128534338115e-01,3.000000000000000000e+00,5.000000000000000000e-01
